rt,responses,trial_type,time_elapsed,stimulus,graphorder,button_pressed,response,key_press,stimulus_left,stimulus_right,accuracy,cumulative_accuracy,stimulus_down_left,stimulus_down_mid,stimulus_down_right,stimulus_correct,stimulus_short,stimulus_far,weighted_accuracy,missedtrial,condition,specific_pairs,linedress,linedressed,problems,smooth,distraction,strategies,easier,similar,comments,partid,age
161994.5,,intro_1,937336,instruct,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,67dcc12657e2fe1375df7f89,young
10732.89999999106,,intro_2,948072,instruct,,1.0,Next,,,,,,,,,,,,,,,,,,,,,,,,,67dcc12657e2fe1375df7f89,young
642228.299999997,,intro_3,1590304,instruct,,1.0,Next,,,,,,,,,,,,,,,,,,,,,,,,,67dcc12657e2fe1375df7f89,young
,,prac_atten_color_black,1590701,black_plus_sign,,,,,,,,,,,,,,,,,,,,,,,,,,,,67dcc12657e2fe1375df7f89,young
430.1000000089407,,prac_atten_color,1591735,prac_stop_color,,,,49.0,,,,,,,,,,,,,,,,,,,,,,,,67dcc12657e2fe1375df7f89,young
,,prac_atten_color_black,1593742,black_plus_sign,,,,,,,,,,,,,,,,,,,,,,,,,,,,67dcc12657e2fe1375df7f89,young
,,prac_atten_color_black,1594139,black_plus_sign,,,,,,,,,,,,,,,,,,,,,,,,,,,,67dcc12657e2fe1375df7f89,young
415.5,,prac_atten_color,1595170,prac_stop_color,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,67dcc12657e2fe1375df7f89,young
,,prac_atten_color_black,1597184,black_plus_sign,,,,,,,,,,,,,,,,,,,,,,,,,,,,67dcc12657e2fe1375df7f89,young
,,prac_atten_color_black,1597566,black_plus_sign,,,,,,,,,,,,,,,,,,,,,,,,,,,,67dcc12657e2fe1375df7f89,young
592.7999999970198,,prac_atten_color,1598411,prac_stop_color,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,67dcc12657e2fe1375df7f89,young
,,prac_atten_color_black,1600429,black_plus_sign,,,,,,,,,,,,,,,,,,,,,,,,,,,,67dcc12657e2fe1375df7f89,young
,,prac_atten_color_black,1601012,black_plus_sign,,,,,,,,,,,,,,,,,,,,,,,,,,,,67dcc12657e2fe1375df7f89,young
480.40000000596046,,prac_atten_color,1601524,prac_stop_color,,,,49.0,,,,,,,,,,,,,,,,,,,,,,,,67dcc12657e2fe1375df7f89,young
,,prac_atten_color_black,1603533,black_plus_sign,,,,,,,,,,,,,,,,,,,,,,,,,,,,67dcc12657e2fe1375df7f89,young
,,prac_atten_color_black,1604434,black_plus_sign,,,,,,,,,,,,,,,,,,,,,,,,,,,,67dcc12657e2fe1375df7f89,young
451.29999999701977,,prac_atten_color,1605352,prac_stop_color,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,67dcc12657e2fe1375df7f89,young
,,prac_atten_color_black,1607358,black_plus_sign,,,,,,,,,,,,,,,,,,,,,,,,,,,,67dcc12657e2fe1375df7f89,young
,,prac_atten_color_black,1607872,black_plus_sign,,,,,,,,,,,,,,,,,,,,,,,,,,,,67dcc12657e2fe1375df7f89,young
528.0999999940395,,prac_atten_color,1608540,prac_stop_color,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,67dcc12657e2fe1375df7f89,young
,,prac_atten_color_black,1610543,black_plus_sign,,,,,,,,,,,,,,,,,,,,,,,,,,,,67dcc12657e2fe1375df7f89,young
,,prac_atten_color_black,1611299,black_plus_sign,,,,,,,,,,,,,,,,,,,,,,,,,,,,67dcc12657e2fe1375df7f89,young
487.90000000596046,,prac_atten_color,1611963,prac_stop_color,,,,49.0,,,,,,,,,,,,,,,,,,,,,,,,67dcc12657e2fe1375df7f89,young
,,prac_atten_color_black,1613967,black_plus_sign,,,,,,,,,,,,,,,,,,,,,,,,,,,,67dcc12657e2fe1375df7f89,young
,,prac_atten_color_black,1614738,black_plus_sign,,,,,,,,,,,,,,,,,,,,,,,,,,,,67dcc12657e2fe1375df7f89,young
,,prac_atten_color,1615213,prac_stop_color,,,,,,,,,,,,,,,,,,,,,,,,,,,,67dcc12657e2fe1375df7f89,young
81.0,,prac_atten_color_black,1617219,black_plus_sign,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,67dcc12657e2fe1375df7f89,young
,,prac_atten_color_black,1618172,black_plus_sign,,,,,,,,,,,,,,,,,,,,,,,,,,,,67dcc12657e2fe1375df7f89,young
407.09999999403954,,prac_atten_color,1618726,prac_stop_color,,,,49.0,,,,,,,,,,,,,,,,,,,,,,,,67dcc12657e2fe1375df7f89,young
,,prac_atten_color_black,1620733,black_plus_sign,,,,,,,,,,,,,,,,,,,,,,,,,,,,67dcc12657e2fe1375df7f89,young
,,prac_atten_color_black,1621603,black_plus_sign,,,,,,,,,,,,,,,,,,,,,,,,,,,,67dcc12657e2fe1375df7f89,young
511.5,,prac_atten_color,1622449,prac_stop_color,,,,49.0,,,,,,,,,,,,,,,,,,,,,,,,67dcc12657e2fe1375df7f89,young
,,prac_atten_color_black,1624453,black_plus_sign,,,,,,,,,,,,,,,,,,,,,,,,,,,,67dcc12657e2fe1375df7f89,young
33491.09999999404,,attentioncheck_feedback,1657947,cross_check_feedback,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,67dcc12657e2fe1375df7f89,young
248890.90000000596,,last_instruct,1906840,instruct,,,,32.0,,,,,,,,,,,,,,,,,,,,,,,,67dcc12657e2fe1375df7f89,young
,,learn_phase(without_color),1908847,black_plus_sign,,,,,GW/camera.jpg,GW/jukebox.jpg,,,,,,,,,,,,,,,,,,,,,,67dcc12657e2fe1375df7f89,young
,,black_cross(without_color),1909637,blue,,,,,GW/camera.jpg,GW/jukebox.jpg,,,,,,,,,,,,,,,,,,,,,,67dcc12657e2fe1375df7f89,young
,,rt_plussign_withcolor,1910139,blue,,,,,GW/camera.jpg,GW/jukebox.jpg,,,,,,,,,,,,,,,,,,,,,,67dcc12657e2fe1375df7f89,young
958.0999999940396,,rt_thecrossant_black,1911365,black_plus_sign,,,,49.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,67dcc12657e2fe1375df7f89,young
,,color_black,1911475,black_plus_sign,,,,,,,,,,,,,,,,,,,,,,,,,,,,67dcc12657e2fe1375df7f89,young
,,learn_phase(without_color),1913494,black_plus_sign,,,,,GW/basket.jpg,GW/teeth.jpg,,,,,,,,,,,,,,,,,,,,,,67dcc12657e2fe1375df7f89,young
,,black_cross(without_color),1914531,blue,,,,,GW/basket.jpg,GW/teeth.jpg,,,,,,,,,,,,,,,,,,,,,,67dcc12657e2fe1375df7f89,young
,,rt_plussign_withcolor,1915039,blue,,,,,GW/basket.jpg,GW/teeth.jpg,,,,,,,,,,,,,,,,,,,,,,67dcc12657e2fe1375df7f89,young
873.0999999940395,,rt_thecrossant_black,1916029,black_plus_sign,,,,49.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,67dcc12657e2fe1375df7f89,young
,,color_black,1916136,black_plus_sign,,,,,,,,,,,,,,,,,,,,,,,,,,,,67dcc12657e2fe1375df7f89,young
,,learn_phase(without_color),1918143,black_plus_sign,,,,,GW/wheelchair.jpg,GW/basket.jpg,,,,,,,,,,,,,,,,,,,,,,67dcc12657e2fe1375df7f89,young
,,black_cross(without_color),1918664,blue,,,,,GW/wheelchair.jpg,GW/basket.jpg,,,,,,,,,,,,,,,,,,,,,,67dcc12657e2fe1375df7f89,young
447.79999999701977,,rt_plussign_withcolor,1919168,blue,,,,49.0,GW/wheelchair.jpg,GW/basket.jpg,,,,,,,,,,,,,,,,,,,,,,67dcc12657e2fe1375df7f89,young
,,rt_thecrossant_black,1920660,black_plus_sign,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,67dcc12657e2fe1375df7f89,young
,,color_black,1920765,black_plus_sign,,,,,,,,,,,,,,,,,,,,,,,,,,,,67dcc12657e2fe1375df7f89,young
,,learn_phase(without_color),1922774,black_plus_sign,,,,,GW/soldier.jpg,GW/snail.jpg,,,,,,,,,,,,,,,,,,,,,,67dcc12657e2fe1375df7f89,young
,,black_cross(without_color),1923489,green,,,,,GW/soldier.jpg,GW/snail.jpg,,,,,,,,,,,,,,,,,,,,,,67dcc12657e2fe1375df7f89,young
442.0,,rt_plussign_withcolor,1924006,green,,,,50.0,GW/soldier.jpg,GW/snail.jpg,,,,,,,,,,,,,,,,,,,,,,67dcc12657e2fe1375df7f89,young
,,rt_thecrossant_black,1925313,black_plus_sign,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,67dcc12657e2fe1375df7f89,young
,,color_black,1925427,black_plus_sign,,,,,,,,,,,,,,,,,,,,,,,,,,,,67dcc12657e2fe1375df7f89,young
,,learn_phase(without_color),1927443,black_plus_sign,,,,,GW/camera.jpg,GW/soldier.jpg,,,,,,,,,,,,,,,,,,,,,,67dcc12657e2fe1375df7f89,young
,,black_cross(without_color),1928481,green,,,,,GW/camera.jpg,GW/soldier.jpg,,,,,,,,,,,,,,,,,,,,,,67dcc12657e2fe1375df7f89,young
,,rt_plussign_withcolor,1928997,green,,,,,GW/camera.jpg,GW/soldier.jpg,,,,,,,,,,,,,,,,,,,,,,67dcc12657e2fe1375df7f89,young
1106.7000000029802,,rt_thecrossant_black,1929975,black_plus_sign,,,,50.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,67dcc12657e2fe1375df7f89,young
,,color_black,1930092,black_plus_sign,,,,,,,,,,,,,,,,,,,,,,,,,,,,67dcc12657e2fe1375df7f89,young
,,learn_phase(without_color),1932096,black_plus_sign,,,,,GW/snail.jpg,GW/teeth.jpg,,,,,,,,,,,,,,,,,,,,,,67dcc12657e2fe1375df7f89,young
,,black_cross(without_color),1932637,blue,,,,,GW/snail.jpg,GW/teeth.jpg,,,,,,,,,,,,,,,,,,,,,,67dcc12657e2fe1375df7f89,young
423.5,,rt_plussign_withcolor,1933144,blue,,,,49.0,GW/snail.jpg,GW/teeth.jpg,,,,,,,,,,,,,,,,,,,,,,67dcc12657e2fe1375df7f89,young
,,rt_thecrossant_black,1934631,black_plus_sign,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,67dcc12657e2fe1375df7f89,young
,,color_black,1934741,black_plus_sign,,,,,,,,,,,,,,,,,,,,,,,,,,,,67dcc12657e2fe1375df7f89,young
,,learn_phase(without_color),1936758,black_plus_sign,,,,,GW/basket.jpg,GW/paint.jpg,,,,,,,,,,,,,,,,,,,,,,67dcc12657e2fe1375df7f89,young
,,black_cross(without_color),1937608,green,,,,,GW/basket.jpg,GW/paint.jpg,,,,,,,,,,,,,,,,,,,,,,67dcc12657e2fe1375df7f89,young
,,rt_plussign_withcolor,1938111,green,,,,,GW/basket.jpg,GW/paint.jpg,,,,,,,,,,,,,,,,,,,,,,67dcc12657e2fe1375df7f89,young
689.0,,rt_thecrossant_black,1939284,black_plus_sign,,,,50.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,67dcc12657e2fe1375df7f89,young
,,color_black,1939396,black_plus_sign,,,,,,,,,,,,,,,,,,,,,,,,,,,,67dcc12657e2fe1375df7f89,young
,,learn_phase(without_color),1941404,black_plus_sign,,,,,GW/wheelchair.jpg,GW/teeth.jpg,,,,,,,,,,,,,,,,,,,,,,67dcc12657e2fe1375df7f89,young
,,black_cross(without_color),1942179,green,,,,,GW/wheelchair.jpg,GW/teeth.jpg,,,,,,,,,,,,,,,,,,,,,,67dcc12657e2fe1375df7f89,young
,,rt_plussign_withcolor,1942694,green,,,,,GW/wheelchair.jpg,GW/teeth.jpg,,,,,,,,,,,,,,,,,,,,,,67dcc12657e2fe1375df7f89,young
941.4000000059604,,rt_thecrossant_black,1943950,black_plus_sign,,,,50.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,67dcc12657e2fe1375df7f89,young
,,color_black,1944069,black_plus_sign,,,,,,,,,,,,,,,,,,,,,,,,,,,,67dcc12657e2fe1375df7f89,young
,,learn_phase(without_color),1946075,black_plus_sign,,,,,GW/soldier.jpg,GW/snail.jpg,,,,,,,,,,,,,,,,,,,,,,67dcc12657e2fe1375df7f89,young
,,black_cross(without_color),1946961,blue,,,,,GW/soldier.jpg,GW/snail.jpg,,,,,,,,,,,,,,,,,,,,,,67dcc12657e2fe1375df7f89,young
441.5,,rt_plussign_withcolor,1947463,blue,,,,49.0,GW/soldier.jpg,GW/snail.jpg,,,,,,,,,,,,,,,,,,,,,,67dcc12657e2fe1375df7f89,young
,,rt_thecrossant_black,1948593,black_plus_sign,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,67dcc12657e2fe1375df7f89,young
,,color_black,1948700,black_plus_sign,,,,,,,,,,,,,,,,,,,,,,,,,,,,67dcc12657e2fe1375df7f89,young
,,learn_phase(without_color),1950708,black_plus_sign,,,,,GW/wheelchair.jpg,GW/basket.jpg,,,,,,,,,,,,,,,,,,,,,,67dcc12657e2fe1375df7f89,young
,,black_cross(without_color),1951251,green,,,,,GW/wheelchair.jpg,GW/basket.jpg,,,,,,,,,,,,,,,,,,,,,,67dcc12657e2fe1375df7f89,young
,,rt_plussign_withcolor,1951752,green,,,,,GW/wheelchair.jpg,GW/basket.jpg,,,,,,,,,,,,,,,,,,,,,,67dcc12657e2fe1375df7f89,young
1058.2999999970198,,rt_thecrossant_black,1953229,black_plus_sign,,,,50.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,67dcc12657e2fe1375df7f89,young
,,color_black,1953339,black_plus_sign,,,,,,,,,,,,,,,,,,,,,,,,,,,,67dcc12657e2fe1375df7f89,young
,,learn_phase(without_color),1955356,black_plus_sign,,,,,GW/camera.jpg,GW/jukebox.jpg,,,,,,,,,,,,,,,,,,,,,,67dcc12657e2fe1375df7f89,young
,,black_cross(without_color),1956329,green,,,,,GW/camera.jpg,GW/jukebox.jpg,,,,,,,,,,,,,,,,,,,,,,67dcc12657e2fe1375df7f89,young
,,rt_plussign_withcolor,1956842,green,,,,,GW/camera.jpg,GW/jukebox.jpg,,,,,,,,,,,,,,,,,,,,,,67dcc12657e2fe1375df7f89,young
692.1999999880791,,rt_thecrossant_black,1957876,black_plus_sign,,,,50.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,67dcc12657e2fe1375df7f89,young
,,color_black,1957986,black_plus_sign,,,,,,,,,,,,,,,,,,,,,,,,,,,,67dcc12657e2fe1375df7f89,young
,,learn_phase(without_color),1959995,black_plus_sign,,,,,GW/snail.jpg,GW/teeth.jpg,,,,,,,,,,,,,,,,,,,,,,67dcc12657e2fe1375df7f89,young
,,black_cross(without_color),1961092,green,,,,,GW/snail.jpg,GW/teeth.jpg,,,,,,,,,,,,,,,,,,,,,,67dcc12657e2fe1375df7f89,young
,,rt_plussign_withcolor,1961599,green,,,,,GW/snail.jpg,GW/teeth.jpg,,,,,,,,,,,,,,,,,,,,,,67dcc12657e2fe1375df7f89,young
1136.5,,rt_thecrossant_black,1962514,black_plus_sign,,,,50.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,67dcc12657e2fe1375df7f89,young
,,color_black,1962624,black_plus_sign,,,,,,,,,,,,,,,,,,,,,,,,,,,,67dcc12657e2fe1375df7f89,young
,,learn_phase(without_color),1964633,black_plus_sign,,,,,GW/camera.jpg,GW/jukebox.jpg,,,,,,,,,,,,,,,,,,,,,,67dcc12657e2fe1375df7f89,young
,,black_cross(without_color),1965472,blue,,,,,GW/camera.jpg,GW/jukebox.jpg,,,,,,,,,,,,,,,,,,,,,,67dcc12657e2fe1375df7f89,young
484.29999999701977,,rt_plussign_withcolor,1965976,blue,,,,49.0,GW/camera.jpg,GW/jukebox.jpg,,,,,,,,,,,,,,,,,,,,,,67dcc12657e2fe1375df7f89,young
,,rt_thecrossant_black,1967156,black_plus_sign,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,67dcc12657e2fe1375df7f89,young
,,color_black,1967265,black_plus_sign,,,,,,,,,,,,,,,,,,,,,,,,,,,,67dcc12657e2fe1375df7f89,young
,,learn_phase(without_color),1969280,black_plus_sign,,,,,GW/basket.jpg,GW/paint.jpg,,,,,,,,,,,,,,,,,,,,,,67dcc12657e2fe1375df7f89,young
,,black_cross(without_color),1970340,blue,,,,,GW/basket.jpg,GW/paint.jpg,,,,,,,,,,,,,,,,,,,,,,67dcc12657e2fe1375df7f89,young
,,rt_plussign_withcolor,1970844,blue,,,,,GW/basket.jpg,GW/paint.jpg,,,,,,,,,,,,,,,,,,,,,,67dcc12657e2fe1375df7f89,young
1076.0,,rt_thecrossant_black,1971807,black_plus_sign,,,,49.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,67dcc12657e2fe1375df7f89,young
,,color_black,1971919,black_plus_sign,,,,,,,,,,,,,,,,,,,,,,,,,,,,67dcc12657e2fe1375df7f89,young
,,learn_phase(without_color),1973936,black_plus_sign,,,,,GW/camera.jpg,GW/soldier.jpg,,,,,,,,,,,,,,,,,,,,,,67dcc12657e2fe1375df7f89,young
,,black_cross(without_color),1974433,blue,,,,,GW/camera.jpg,GW/soldier.jpg,,,,,,,,,,,,,,,,,,,,,,67dcc12657e2fe1375df7f89,young
,,rt_plussign_withcolor,1974947,blue,,,,,GW/camera.jpg,GW/soldier.jpg,,,,,,,,,,,,,,,,,,,,,,67dcc12657e2fe1375df7f89,young
1206.1000000089407,,rt_thecrossant_black,1976471,black_plus_sign,,,,49.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,67dcc12657e2fe1375df7f89,young
,,color_black,1976580,black_plus_sign,,,,,,,,,,,,,,,,,,,,,,,,,,,,67dcc12657e2fe1375df7f89,young
,,learn_phase(without_color),1978593,black_plus_sign,,,,,GW/basket.jpg,GW/teeth.jpg,,,,,,,,,,,,,,,,,,,,,,67dcc12657e2fe1375df7f89,young
,,black_cross(without_color),1979260,blue,,,,,GW/basket.jpg,GW/teeth.jpg,,,,,,,,,,,,,,,,,,,,,,67dcc12657e2fe1375df7f89,young
,,rt_plussign_withcolor,1979762,blue,,,,,GW/basket.jpg,GW/teeth.jpg,,,,,,,,,,,,,,,,,,,,,,67dcc12657e2fe1375df7f89,young
624.6999999880791,,rt_thecrossant_black,1981104,black_plus_sign,,,,49.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,67dcc12657e2fe1375df7f89,young
,,color_black,1981214,black_plus_sign,,,,,,,,,,,,,,,,,,,,,,,,,,,,67dcc12657e2fe1375df7f89,young
,,learn_phase(without_color),1983221,black_plus_sign,,,,,GW/basket.jpg,GW/paint.jpg,,,,,,,,,,,,,,,,,,,,,,67dcc12657e2fe1375df7f89,young
,,black_cross(without_color),1983848,blue,,,,,GW/basket.jpg,GW/paint.jpg,,,,,,,,,,,,,,,,,,,,,,67dcc12657e2fe1375df7f89,young
,,rt_plussign_withcolor,1984355,blue,,,,,GW/basket.jpg,GW/paint.jpg,,,,,,,,,,,,,,,,,,,,,,67dcc12657e2fe1375df7f89,young
763.2999999970198,,rt_thecrossant_black,1985747,black_plus_sign,,,,49.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,67dcc12657e2fe1375df7f89,young
,,color_black,1985855,black_plus_sign,,,,,,,,,,,,,,,,,,,,,,,,,,,,67dcc12657e2fe1375df7f89,young
,,learn_phase(without_color),1987870,black_plus_sign,,,,,GW/wheelchair.jpg,GW/gong.jpg,,,,,,,,,,,,,,,,,,,,,,67dcc12657e2fe1375df7f89,young
,,black_cross(without_color),1988526,blue,,,,,GW/wheelchair.jpg,GW/gong.jpg,,,,,,,,,,,,,,,,,,,,,,67dcc12657e2fe1375df7f89,young
,,rt_plussign_withcolor,1989045,blue,,,,,GW/wheelchair.jpg,GW/gong.jpg,,,,,,,,,,,,,,,,,,,,,,67dcc12657e2fe1375df7f89,young
790.4000000059605,,rt_thecrossant_black,1990401,black_plus_sign,,,,49.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,67dcc12657e2fe1375df7f89,young
,,color_black,1990508,black_plus_sign,,,,,,,,,,,,,,,,,,,,,,,,,,,,67dcc12657e2fe1375df7f89,young
,,learn_phase(without_color),1992522,black_plus_sign,,,,,GW/jukebox.jpg,GW/globe.jpg,,,,,,,,,,,,,,,,,,,,,,67dcc12657e2fe1375df7f89,young
,,black_cross(without_color),1993587,green,,,,,GW/jukebox.jpg,GW/globe.jpg,,,,,,,,,,,,,,,,,,,,,,67dcc12657e2fe1375df7f89,young
491.40000000596046,,rt_plussign_withcolor,1994093,green,,,,50.0,GW/jukebox.jpg,GW/globe.jpg,,,,,,,,,,,,,,,,,,,,,,67dcc12657e2fe1375df7f89,young
,,rt_thecrossant_black,1995050,black_plus_sign,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,67dcc12657e2fe1375df7f89,young
,,color_black,1995155,black_plus_sign,,,,,,,,,,,,,,,,,,,,,,,,,,,,67dcc12657e2fe1375df7f89,young
,,learn_phase(without_color),1997183,black_plus_sign,,,,,GW/jukebox.jpg,GW/barrel.jpg,,,,,,,,,,,,,,,,,,,,,,67dcc12657e2fe1375df7f89,young
,,black_cross(without_color),1998183,green,,,,,GW/jukebox.jpg,GW/barrel.jpg,,,,,,,,,,,,,,,,,,,,,,67dcc12657e2fe1375df7f89,young
,,rt_plussign_withcolor,1998694,green,,,,,GW/jukebox.jpg,GW/barrel.jpg,,,,,,,,,,,,,,,,,,,,,,67dcc12657e2fe1375df7f89,young
1154.4000000059605,,rt_thecrossant_black,1999722,black_plus_sign,,,,50.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,67dcc12657e2fe1375df7f89,young
,,color_black,1999828,black_plus_sign,,,,,,,,,,,,,,,,,,,,,,,,,,,,67dcc12657e2fe1375df7f89,young
,,learn_phase(without_color),2001840,black_plus_sign,,,,,GW/wheelchair.jpg,GW/gong.jpg,,,,,,,,,,,,,,,,,,,,,,67dcc12657e2fe1375df7f89,young
,,black_cross(without_color),2002833,green,,,,,GW/wheelchair.jpg,GW/gong.jpg,,,,,,,,,,,,,,,,,,,,,,67dcc12657e2fe1375df7f89,young
,,rt_plussign_withcolor,2003337,green,,,,,GW/wheelchair.jpg,GW/gong.jpg,,,,,,,,,,,,,,,,,,,,,,67dcc12657e2fe1375df7f89,young
1090.7000000029802,,rt_thecrossant_black,2004367,black_plus_sign,,,,50.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,67dcc12657e2fe1375df7f89,young
,,color_black,2004471,black_plus_sign,,,,,,,,,,,,,,,,,,,,,,,,,,,,67dcc12657e2fe1375df7f89,young
,,learn_phase(without_color),2006480,black_plus_sign,,,,,GW/wheelchair.jpg,GW/basket.jpg,,,,,,,,,,,,,,,,,,,,,,67dcc12657e2fe1375df7f89,young
,,black_cross(without_color),2007510,green,,,,,GW/wheelchair.jpg,GW/basket.jpg,,,,,,,,,,,,,,,,,,,,,,67dcc12657e2fe1375df7f89,young
,,rt_plussign_withcolor,2008011,green,,,,,GW/wheelchair.jpg,GW/basket.jpg,,,,,,,,,,,,,,,,,,,,,,67dcc12657e2fe1375df7f89,young
1102.2000000029802,,rt_thecrossant_black,2009004,black_plus_sign,,,,50.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,67dcc12657e2fe1375df7f89,young
,,color_black,2009118,black_plus_sign,,,,,,,,,,,,,,,,,,,,,,,,,,,,67dcc12657e2fe1375df7f89,young
,,learn_phase(without_color),2011135,black_plus_sign,,,,,GW/teeth.jpg,GW/dustpan.jpg,,,,,,,,,,,,,,,,,,,,,,67dcc12657e2fe1375df7f89,young
,,black_cross(without_color),2011920,blue,,,,,GW/teeth.jpg,GW/dustpan.jpg,,,,,,,,,,,,,,,,,,,,,,67dcc12657e2fe1375df7f89,young
,,rt_plussign_withcolor,2012427,blue,,,,,GW/teeth.jpg,GW/dustpan.jpg,,,,,,,,,,,,,,,,,,,,,,67dcc12657e2fe1375df7f89,young
1130.0,,rt_thecrossant_black,2013662,black_plus_sign,,,,49.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,67dcc12657e2fe1375df7f89,young
,,color_black,2013766,black_plus_sign,,,,,,,,,,,,,,,,,,,,,,,,,,,,67dcc12657e2fe1375df7f89,young
,,learn_phase(without_color),2015772,black_plus_sign,,,,,GW/hat.jpg,GW/camera.jpg,,,,,,,,,,,,,,,,,,,,,,67dcc12657e2fe1375df7f89,young
,,black_cross(without_color),2016423,green,,,,,GW/hat.jpg,GW/camera.jpg,,,,,,,,,,,,,,,,,,,,,,67dcc12657e2fe1375df7f89,young
475.79999999701977,,rt_plussign_withcolor,2016933,green,,,,50.0,GW/hat.jpg,GW/camera.jpg,,,,,,,,,,,,,,,,,,,,,,67dcc12657e2fe1375df7f89,young
,,rt_thecrossant_black,2018312,black_plus_sign,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,67dcc12657e2fe1375df7f89,young
,,color_black,2018421,black_plus_sign,,,,,,,,,,,,,,,,,,,,,,,,,,,,67dcc12657e2fe1375df7f89,young
,,learn_phase(without_color),2020431,black_plus_sign,,,,,GW/dustpan.jpg,GW/globe.jpg,,,,,,,,,,,,,,,,,,,,,,67dcc12657e2fe1375df7f89,young
,,black_cross(without_color),2020851,green,,,,,GW/dustpan.jpg,GW/globe.jpg,,,,,,,,,,,,,,,,,,,,,,67dcc12657e2fe1375df7f89,young
,,rt_plussign_withcolor,2021363,green,,,,,GW/dustpan.jpg,GW/globe.jpg,,,,,,,,,,,,,,,,,,,,,,67dcc12657e2fe1375df7f89,young
769.2999999970198,,rt_thecrossant_black,2022963,black_plus_sign,,,,49.0,,,0.0,0.96,,,,,,,,,,,,,,,,,,,,67dcc12657e2fe1375df7f89,young
