rt,responses,trial_type,time_elapsed,stimulus,cities,city_images,button_pressed,response,key_press,stimulus_left,stimulus_right,accuracy,cumulative_accuracy,stimulus_down_left,stimulus_down_mid,stimulus_down_right,stimulus_correct,stimulus_short,stimulus_far,weighted_accuracy,missedtrial,condition,specific_pairs,imgL_ID,imgR_ID,linedress,linedressed,image_position,unknowncity,testedstates,currentstate,otherstate,problems,smooth,distraction,strategies,easier,similar,comments,Unnamed: 40,Unnamed: 41,city_type,detectfocus,partid,age
,,prac_atten_color,2222150,prac_stop_color,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
37.90000001,,prac_atten_color_black,2224153,black_plus_sign,,,,,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
,,prac_atten_color_black,2225099,black_plus_sign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
549.4,,prac_atten_color,2226172,prac_stop_color,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
,,prac_atten_color_black,2228174,black_plus_sign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
,,prac_atten_color_black,2228507,black_plus_sign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
,,prac_atten_color,2228911,prac_stop_color,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
116.2,,prac_atten_color_black,2230913,black_plus_sign,,,,,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
,,prac_atten_color_black,2231917,black_plus_sign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
497.6,,prac_atten_color,2232557,prac_stop_color,,,,,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
,,prac_atten_color_black,2234560,black_plus_sign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
13199.1,,attentioncheck_feedback,2247763,cross_check_feedback,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
15962.1,,last_instruct,2263728,instruct,,,,,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
,,learn_phase(without_color),2265798,black_plus_sign,,,,,,US_Cities_List/nat_hanover.png,US_Cities_List/mm_leesburg.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
,,black_cross(without_color),2266829,blue,,,,,,US_Cities_List/nat_hanover.png,US_Cities_List/mm_leesburg.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
,,rt_plussign_withcolor,2267333,blue,,,,,,US_Cities_List/nat_hanover.png,US_Cities_List/mm_leesburg.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
899.2,,rt_thecrossant_black,2268309,black_plus_sign,,,,,49.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
,,color_black,2268413,black_plus_sign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
,,learn_phase(without_color),2271013,black_plus_sign,,,,,,US_Cities_List/mm_shreveport.png,US_Cities_List/nat_peoria.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
,,black_cross(without_color),2271591,green,,,,,,US_Cities_List/mm_shreveport.png,US_Cities_List/nat_peoria.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
471.7,,rt_plussign_withcolor,2272093,green,,,,,50.0,US_Cities_List/mm_shreveport.png,US_Cities_List/nat_peoria.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
,,rt_thecrossant_black,2273523,black_plus_sign,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
,,color_black,2273626,black_plus_sign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
,,learn_phase(without_color),2276216,black_plus_sign,,,,,,US_Cities_List/mm_carmel.png,US_Cities_List/mm_hotsprings.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
,,black_cross(without_color),2277259,green,,,,,,US_Cities_List/mm_carmel.png,US_Cities_List/mm_hotsprings.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
,,rt_plussign_withcolor,2277762,green,,,,,,US_Cities_List/mm_carmel.png,US_Cities_List/mm_hotsprings.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
807.9,,rt_thecrossant_black,2278726,black_plus_sign,,,,,50.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
,,color_black,2278829,black_plus_sign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
,,learn_phase(without_color),2281413,black_plus_sign,,,,,,US_Cities_List/mm_shreveport.png,US_Cities_List/nat_peoria.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
,,black_cross(without_color),2281846,blue,,,,,,US_Cities_List/mm_shreveport.png,US_Cities_List/nat_peoria.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
,,rt_plussign_withcolor,2282349,blue,,,,,,US_Cities_List/mm_shreveport.png,US_Cities_List/nat_peoria.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
1426.6,,rt_thecrossant_black,2283923,black_plus_sign,,,,,49.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
,,color_black,2284026,black_plus_sign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
,,learn_phase(without_color),2286621,black_plus_sign,,,,,,US_Cities_List/nat_peoria.png,US_Cities_List/nat_huntsville.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
,,black_cross(without_color),2287336,blue,,,,,,US_Cities_List/nat_peoria.png,US_Cities_List/nat_huntsville.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
,,rt_plussign_withcolor,2287839,blue,,,,,,US_Cities_List/nat_peoria.png,US_Cities_List/nat_huntsville.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
865.2,,rt_thecrossant_black,2289146,black_plus_sign,,,,,49.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
,,color_black,2289249,black_plus_sign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
,,learn_phase(without_color),2291833,black_plus_sign,,,,,,US_Cities_List/mm_boulder.png,US_Cities_List/mm_carmel.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
,,black_cross(without_color),2292755,blue,,,,,,US_Cities_List/mm_boulder.png,US_Cities_List/mm_carmel.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
,,rt_plussign_withcolor,2293258,blue,,,,,,US_Cities_List/mm_boulder.png,US_Cities_List/mm_carmel.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
916.6,,rt_thecrossant_black,2294342,black_plus_sign,,,,,49.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
,,color_black,2294446,black_plus_sign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
,,learn_phase(without_color),2297027,black_plus_sign,,,,,,US_Cities_List/mm_leesburg.png,US_Cities_List/nat_newhope.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
,,black_cross(without_color),2297959,blue,,,,,,US_Cities_List/mm_leesburg.png,US_Cities_List/nat_newhope.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
,,rt_plussign_withcolor,2298462,blue,,,,,,US_Cities_List/mm_leesburg.png,US_Cities_List/nat_newhope.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
1236.6,,rt_thecrossant_black,2299536,black_plus_sign,,,,,49.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
,,color_black,2299640,black_plus_sign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
,,learn_phase(without_color),2302243,black_plus_sign,,,,,,US_Cities_List/nat_peoria.png,US_Cities_List/nat_huntsville.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
,,black_cross(without_color),2302961,blue,,,,,,US_Cities_List/nat_peoria.png,US_Cities_List/nat_huntsville.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
,,rt_plussign_withcolor,2303464,blue,,,,,,US_Cities_List/nat_peoria.png,US_Cities_List/nat_huntsville.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
1132.0,,rt_thecrossant_black,2304750,black_plus_sign,,,,,49.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
,,color_black,2304854,black_plus_sign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
,,learn_phase(without_color),2307442,black_plus_sign,,,,,,US_Cities_List/mm_boulder.png,US_Cities_List/mm_shreveport.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
,,black_cross(without_color),2307998,blue,,,,,,US_Cities_List/mm_boulder.png,US_Cities_List/mm_shreveport.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
,,rt_plussign_withcolor,2308501,blue,,,,,,US_Cities_List/mm_boulder.png,US_Cities_List/mm_shreveport.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
924.5,,rt_thecrossant_black,2309950,black_plus_sign,,,,,49.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
,,color_black,2310054,black_plus_sign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
,,learn_phase(without_color),2312634,black_plus_sign,,,,,,US_Cities_List/nat_huntsville.png,US_Cities_List/nat_hanover.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
,,black_cross(without_color),2313066,green,,,,,,US_Cities_List/nat_huntsville.png,US_Cities_List/nat_hanover.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
,,rt_plussign_withcolor,2313569,green,,,,,,US_Cities_List/nat_huntsville.png,US_Cities_List/nat_hanover.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
653.5,,rt_thecrossant_black,2315144,black_plus_sign,,,,,50.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
,,color_black,2315247,black_plus_sign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
,,learn_phase(without_color),2317852,black_plus_sign,,,,,,US_Cities_List/nat_huntsville.png,US_Cities_List/mm_westpalmbeach.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
,,black_cross(without_color),2318659,blue,,,,,,US_Cities_List/nat_huntsville.png,US_Cities_List/mm_westpalmbeach.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
,,rt_plussign_withcolor,2319162,blue,,,,,,US_Cities_List/nat_huntsville.png,US_Cities_List/mm_westpalmbeach.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
608.0,,rt_thecrossant_black,2320362,black_plus_sign,,,,,49.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
,,color_black,2320466,black_plus_sign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
,,learn_phase(without_color),2323062,black_plus_sign,,,,,,US_Cities_List/nat_huntsville.png,US_Cities_List/mm_leesburg.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
,,black_cross(without_color),2323817,blue,,,,,,US_Cities_List/nat_huntsville.png,US_Cities_List/mm_leesburg.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
,,rt_plussign_withcolor,2324320,blue,,,,,,US_Cities_List/nat_huntsville.png,US_Cities_List/mm_leesburg.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
908.3,,rt_thecrossant_black,2325571,black_plus_sign,,,,,49.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
,,color_black,2325675,black_plus_sign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
,,learn_phase(without_color),2328265,black_plus_sign,,,,,,US_Cities_List/nat_gatlinburg.png,US_Cities_List/mm_boulder.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
,,black_cross(without_color),2328701,blue,,,,,,US_Cities_List/nat_gatlinburg.png,US_Cities_List/mm_boulder.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
,,rt_plussign_withcolor,2329204,blue,,,,,,US_Cities_List/nat_gatlinburg.png,US_Cities_List/mm_boulder.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
852.3,,rt_thecrossant_black,2330787,black_plus_sign,,,,,49.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
,,color_black,2330891,black_plus_sign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
,,learn_phase(without_color),2333497,black_plus_sign,,,,,,US_Cities_List/nat_huntsville.png,US_Cities_List/mm_leesburg.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
,,black_cross(without_color),2334580,blue,,,,,,US_Cities_List/nat_huntsville.png,US_Cities_List/mm_leesburg.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
,,rt_plussign_withcolor,2335083,blue,,,,,,US_Cities_List/nat_huntsville.png,US_Cities_List/mm_leesburg.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
579.7,,rt_thecrossant_black,2336006,black_plus_sign,,,,,49.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
,,color_black,2336109,black_plus_sign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
,,learn_phase(without_color),2338678,black_plus_sign,,,,,,US_Cities_List/mm_boulder.png,US_Cities_List/mm_carmel.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
,,black_cross(without_color),2339569,green,,,,,,US_Cities_List/mm_boulder.png,US_Cities_List/mm_carmel.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
,,rt_plussign_withcolor,2340072,green,,,,,,US_Cities_List/mm_boulder.png,US_Cities_List/mm_carmel.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
1404.4,,rt_thecrossant_black,2341189,black_plus_sign,,,,,50.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
,,color_black,2341292,black_plus_sign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
,,learn_phase(without_color),2343900,black_plus_sign,,,,,,US_Cities_List/nat_huntsville.png,US_Cities_List/mm_westpalmbeach.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
,,black_cross(without_color),2344495,green,,,,,,US_Cities_List/nat_huntsville.png,US_Cities_List/mm_westpalmbeach.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
,,rt_plussign_withcolor,2344997,green,,,,,,US_Cities_List/nat_huntsville.png,US_Cities_List/mm_westpalmbeach.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
1168.7,,rt_thecrossant_black,2346411,black_plus_sign,,,,,50.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
,,color_black,2346514,black_plus_sign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
,,learn_phase(without_color),2349114,black_plus_sign,,,,,,US_Cities_List/mm_carmel.png,US_Cities_List/mm_hotsprings.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
,,black_cross(without_color),2349561,blue,,,,,,US_Cities_List/mm_carmel.png,US_Cities_List/mm_hotsprings.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
,,rt_plussign_withcolor,2350063,blue,,,,,,US_Cities_List/mm_carmel.png,US_Cities_List/mm_hotsprings.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
816.9,,rt_thecrossant_black,2351624,black_plus_sign,,,,,49.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
,,color_black,2351727,black_plus_sign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
,,learn_phase(without_color),2354326,black_plus_sign,,,,,,US_Cities_List/nat_huntsville.png,US_Cities_List/mm_leesburg.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
,,black_cross(without_color),2354937,green,,,,,,US_Cities_List/nat_huntsville.png,US_Cities_List/mm_leesburg.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
,,rt_plussign_withcolor,2355440,green,,,,,,US_Cities_List/nat_huntsville.png,US_Cities_List/mm_leesburg.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
808.7,,rt_thecrossant_black,2356835,black_plus_sign,,,,,50.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
,,color_black,2356939,black_plus_sign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
,,learn_phase(without_color),2359550,black_plus_sign,,,,,,US_Cities_List/mm_boulder.png,US_Cities_List/mm_shreveport.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
,,black_cross(without_color),2360386,blue,,,,,,US_Cities_List/mm_boulder.png,US_Cities_List/mm_shreveport.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
,,rt_plussign_withcolor,2360888,blue,,,,,,US_Cities_List/mm_boulder.png,US_Cities_List/mm_shreveport.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
842.2,,rt_thecrossant_black,2362059,black_plus_sign,,,,,49.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
,,color_black,2362162,black_plus_sign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,67cf70ec9741a100ffc7f570,old
