rt,trial_type,stimulus,key_press,stimulus_left,stimulus_right,accuracy,stimulus_correct,condition,specific_pairs,partid,age
1663.1000000089407,shortestpath_phase,GW/wheelchair.jpg,50.0,GW/hat.jpg,GW/paint.jpg,1.0,GW/paint.jpg,Two Edge Diff,Two Edge Four Edge,67dcc12657e2fe1375df7f89,young
1420.7999999970198,shortestpath_phase,GW/barrel.jpg,49.0,GW/wheelchair.jpg,GW/hat.jpg,0.0,GW/hat.jpg,Two Edge Diff,Three Edge Five Edge,67dcc12657e2fe1375df7f89,young
1559.2000000029802,shortestpath_phase,GW/paint.jpg,50.0,GW/soldier.jpg,GW/camera.jpg,0.0,GW/soldier.jpg,One Edge Diff,Four Edge Five Edge,67dcc12657e2fe1375df7f89,young
1952.29999999702,shortestpath_phase,GW/camera.jpg,50.0,GW/globe.jpg,GW/wheelchair.jpg,0.0,GW/globe.jpg,One Edge Diff,Two Edge Three Edge,67dcc12657e2fe1375df7f89,young
1164.7999999970198,shortestpath_phase,GW/teeth.jpg,49.0,GW/hat.jpg,GW/gong.jpg,0.0,GW/gong.jpg,Two Edge Diff,Two Edge Four Edge,67dcc12657e2fe1375df7f89,young
2101.20000000298,shortestpath_phase,GW/barrel.jpg,49.0,GW/hat.jpg,GW/basket.jpg,1.0,GW/hat.jpg,Two Edge Diff,Three Edge Five Edge,67dcc12657e2fe1375df7f89,young
1209.6000000089407,shortestpath_phase,GW/globe.jpg,50.0,GW/wheelchair.jpg,GW/paint.jpg,0.0,GW/wheelchair.jpg,One Edge Diff,Three Edge Four Edge,67dcc12657e2fe1375df7f89,young
1603.5,shortestpath_phase,GW/barrel.jpg,50.0,GW/dustpan.jpg,GW/snail.jpg,0.0,GW/dustpan.jpg,One Edge Diff,Three Edge Four Edge,67dcc12657e2fe1375df7f89,young
2177.1000000089407,shortestpath_phase,GW/paint.jpg,49.0,GW/barrel.jpg,GW/wheelchair.jpg,0.0,GW/wheelchair.jpg,Four Edge Diff,Two Edge Six Edge,67dcc12657e2fe1375df7f89,young
2020.4000000059605,shortestpath_phase,GW/barrel.jpg,50.0,GW/teeth.jpg,GW/gong.jpg,0.0,GW/teeth.jpg,Two Edge Diff,Four Edge Six Edge,67dcc12657e2fe1375df7f89,young
1372.7000000029802,shortestpath_phase,GW/paint.jpg,49.0,GW/globe.jpg,GW/jukebox.jpg,1.0,GW/globe.jpg,One Edge Diff,Four Edge Five Edge,67dcc12657e2fe1375df7f89,young
1932.6000000089407,shortestpath_phase,GW/barrel.jpg,50.0,GW/camera.jpg,GW/paint.jpg,0.0,GW/camera.jpg,Four Edge Diff,Two Edge Six Edge,67dcc12657e2fe1375df7f89,young
3413.199999988079,shortestpath_phase,GW/basket.jpg,50.0,GW/soldier.jpg,GW/hat.jpg,0.0,GW/soldier.jpg,Two Edge Diff,Three Edge Five Edge,67dcc12657e2fe1375df7f89,young
1440.7999999970198,shortestpath_phase,GW/paint.jpg,50.0,GW/camera.jpg,GW/wheelchair.jpg,1.0,GW/wheelchair.jpg,Three Edge Diff,Three Edge Six Edge,67dcc12657e2fe1375df7f89,young
1179.1000000089407,shortestpath_phase,GW/gong.jpg,49.0,GW/jukebox.jpg,GW/teeth.jpg,0.0,GW/teeth.jpg,Three Edge Diff,Three Edge Six Edge,67dcc12657e2fe1375df7f89,young
1406.0,shortestpath_phase,GW/dustpan.jpg,49.0,GW/hat.jpg,GW/camera.jpg,0.0,GW/camera.jpg,One Edge Diff,Two Edge Three Edge,67dcc12657e2fe1375df7f89,young
1932.199999988079,shortestpath_phase,GW/hat.jpg,49.0,GW/basket.jpg,GW/wheelchair.jpg,0.0,GW/wheelchair.jpg,One Edge Diff,Four Edge Five Edge,67dcc12657e2fe1375df7f89,young
1534.7000000029802,shortestpath_phase,GW/paint.jpg,49.0,GW/soldier.jpg,GW/barrel.jpg,1.0,GW/soldier.jpg,Two Edge Diff,Four Edge Six Edge,67dcc12657e2fe1375df7f89,young
1524.199999988079,shortestpath_phase,GW/jukebox.jpg,50.0,GW/paint.jpg,GW/hat.jpg,1.0,GW/hat.jpg,Three Edge Diff,Two Edge Five Edge,67dcc12657e2fe1375df7f89,young
2657.0,shortestpath_phase,GW/paint.jpg,49.0,GW/teeth.jpg,GW/barrel.jpg,1.0,GW/teeth.jpg,Four Edge Diff,Two Edge Six Edge,67dcc12657e2fe1375df7f89,young
1872.8999999910593,shortestpath_phase,GW/basket.jpg,50.0,GW/barrel.jpg,GW/camera.jpg,1.0,GW/camera.jpg,One Edge Diff,Four Edge Five Edge,67dcc12657e2fe1375df7f89,young
1856.800000011921,shortestpath_phase,GW/paint.jpg,49.0,GW/hat.jpg,GW/jukebox.jpg,0.0,GW/jukebox.jpg,One Edge Diff,Five Edge Six Edge,67dcc12657e2fe1375df7f89,young
1664.2999999970198,shortestpath_phase,GW/hat.jpg,50.0,GW/teeth.jpg,GW/paint.jpg,0.0,GW/teeth.jpg,Two Edge Diff,Four Edge Six Edge,67dcc12657e2fe1375df7f89,young
1257.5,shortestpath_phase,GW/paint.jpg,49.0,GW/soldier.jpg,GW/gong.jpg,0.0,GW/gong.jpg,One Edge Diff,Three Edge Four Edge,67dcc12657e2fe1375df7f89,young
1963.70000000298,shortestpath_phase,GW/hat.jpg,49.0,GW/paint.jpg,GW/wheelchair.jpg,0.0,GW/wheelchair.jpg,Two Edge Diff,Four Edge Six Edge,67dcc12657e2fe1375df7f89,young
1955.70000000298,shortestpath_phase,GW/gong.jpg,50.0,GW/paint.jpg,GW/camera.jpg,0.0,GW/paint.jpg,One Edge Diff,Three Edge Four Edge,67dcc12657e2fe1375df7f89,young
1350.4000000059605,shortestpath_phase,GW/teeth.jpg,49.0,GW/camera.jpg,GW/hat.jpg,1.0,GW/camera.jpg,One Edge Diff,Three Edge Four Edge,67dcc12657e2fe1375df7f89,young
2002.8999999910593,shortestpath_phase,GW/hat.jpg,50.0,GW/jukebox.jpg,GW/paint.jpg,0.0,GW/jukebox.jpg,Four Edge Diff,Two Edge Six Edge,67dcc12657e2fe1375df7f89,young
1545.0,shortestpath_phase,GW/dustpan.jpg,50.0,GW/hat.jpg,GW/snail.jpg,1.0,GW/snail.jpg,One Edge Diff,Two Edge Three Edge,67dcc12657e2fe1375df7f89,young
1663.300000011921,shortestpath_phase,GW/hat.jpg,49.0,GW/soldier.jpg,GW/wheelchair.jpg,1.0,GW/soldier.jpg,Two Edge Diff,Two Edge Four Edge,67dcc12657e2fe1375df7f89,young
1272.9000000059605,shortestpath_phase,GW/gong.jpg,49.0,GW/jukebox.jpg,GW/dustpan.jpg,0.0,GW/dustpan.jpg,Two Edge Diff,Three Edge Five Edge,67dcc12657e2fe1375df7f89,young
1884.4000000059605,shortestpath_phase,GW/hat.jpg,50.0,GW/wheelchair.jpg,GW/jukebox.jpg,1.0,GW/jukebox.jpg,Two Edge Diff,Two Edge Four Edge,67dcc12657e2fe1375df7f89,young
1695.199999988079,shortestpath_phase,GW/camera.jpg,49.0,GW/barrel.jpg,GW/paint.jpg,1.0,GW/barrel.jpg,Three Edge Diff,Two Edge Five Edge,67dcc12657e2fe1375df7f89,young
2360.9000000059605,shortestpath_phase,GW/globe.jpg,49.0,GW/hat.jpg,GW/paint.jpg,1.0,GW/hat.jpg,One Edge Diff,Three Edge Four Edge,67dcc12657e2fe1375df7f89,young
1405.2000000029802,shortestpath_phase,GW/gong.jpg,49.0,GW/barrel.jpg,GW/camera.jpg,0.0,GW/camera.jpg,Two Edge Diff,Four Edge Six Edge,67dcc12657e2fe1375df7f89,young
1229.6000000089407,shortestpath_phase,GW/hat.jpg,49.0,GW/dustpan.jpg,GW/teeth.jpg,1.0,GW/dustpan.jpg,One Edge Diff,Three Edge Four Edge,67dcc12657e2fe1375df7f89,young
1418.7000000029802,shortestpath_phase,GW/snail.jpg,50.0,GW/globe.jpg,GW/barrel.jpg,0.0,GW/globe.jpg,One Edge Diff,Three Edge Four Edge,67dcc12657e2fe1375df7f89,young
930.3999999910592,shortestpath_phase,GW/basket.jpg,49.0,GW/dustpan.jpg,GW/barrel.jpg,1.0,GW/dustpan.jpg,Three Edge Diff,Two Edge Five Edge,67dcc12657e2fe1375df7f89,young
1497.2000000029802,shortestpath_phase,GW/barrel.jpg,50.0,GW/paint.jpg,GW/snail.jpg,1.0,GW/snail.jpg,Two Edge Diff,Four Edge Six Edge,67dcc12657e2fe1375df7f89,young
1198.5,shortestpath_phase,GW/hat.jpg,49.0,GW/basket.jpg,GW/paint.jpg,1.0,GW/basket.jpg,One Edge Diff,Five Edge Six Edge,67dcc12657e2fe1375df7f89,young
1553.0999999940395,shortestpath_phase,GW/snail.jpg,49.0,GW/gong.jpg,GW/barrel.jpg,1.0,GW/gong.jpg,Two Edge Diff,Two Edge Four Edge,67dcc12657e2fe1375df7f89,young
1350.5999999940395,shortestpath_phase,GW/paint.jpg,50.0,GW/barrel.jpg,GW/jukebox.jpg,1.0,GW/jukebox.jpg,One Edge Diff,Five Edge Six Edge,67dcc12657e2fe1375df7f89,young
1266.3999999910593,shortestpath_phase,GW/gong.jpg,50.0,GW/basket.jpg,GW/barrel.jpg,0.0,GW/basket.jpg,Four Edge Diff,Two Edge Six Edge,67dcc12657e2fe1375df7f89,young
1532.9000000059605,shortestpath_phase,GW/paint.jpg,49.0,GW/barrel.jpg,GW/globe.jpg,0.0,GW/globe.jpg,Two Edge Diff,Four Edge Six Edge,67dcc12657e2fe1375df7f89,young
940.0999999940396,shortestpath_phase,GW/gong.jpg,49.0,GW/barrel.jpg,GW/jukebox.jpg,0.0,GW/jukebox.jpg,One Edge Diff,Five Edge Six Edge,67dcc12657e2fe1375df7f89,young
1264.0999999940395,shortestpath_phase,GW/paint.jpg,49.0,GW/hat.jpg,GW/wheelchair.jpg,0.0,GW/wheelchair.jpg,Four Edge Diff,Two Edge Six Edge,67dcc12657e2fe1375df7f89,young
1939.5999999940395,shortestpath_phase,GW/camera.jpg,49.0,GW/dustpan.jpg,GW/paint.jpg,1.0,GW/dustpan.jpg,Three Edge Diff,Three Edge Six Edge,67dcc12657e2fe1375df7f89,young
1303.6000000089407,shortestpath_phase,GW/teeth.jpg,50.0,GW/jukebox.jpg,GW/gong.jpg,1.0,GW/gong.jpg,One Edge Diff,Two Edge Three Edge,67dcc12657e2fe1375df7f89,young
2456.0,shortestpath_phase,GW/globe.jpg,49.0,GW/basket.jpg,GW/paint.jpg,1.0,GW/basket.jpg,One Edge Diff,Three Edge Four Edge,67dcc12657e2fe1375df7f89,young
1495.2999999970198,shortestpath_phase,GW/jukebox.jpg,50.0,GW/soldier.jpg,GW/gong.jpg,0.0,GW/soldier.jpg,Three Edge Diff,Two Edge Five Edge,67dcc12657e2fe1375df7f89,young
1905.4000000059605,shortestpath_phase,GW/wheelchair.jpg,50.0,GW/barrel.jpg,GW/hat.jpg,1.0,GW/hat.jpg,One Edge Diff,Four Edge Five Edge,67dcc12657e2fe1375df7f89,young
1397.5,shortestpath_phase,GW/paint.jpg,49.0,GW/gong.jpg,GW/camera.jpg,1.0,GW/gong.jpg,Two Edge Diff,Three Edge Five Edge,67dcc12657e2fe1375df7f89,young
1253.5,shortestpath_phase,GW/wheelchair.jpg,50.0,GW/soldier.jpg,GW/barrel.jpg,0.0,GW/soldier.jpg,Three Edge Diff,Three Edge Six Edge,67dcc12657e2fe1375df7f89,young
1072.0,shortestpath_phase,GW/hat.jpg,49.0,GW/snail.jpg,GW/gong.jpg,1.0,GW/snail.jpg,Two Edge Diff,Three Edge Five Edge,67dcc12657e2fe1375df7f89,young
1079.5,shortestpath_phase,GW/dustpan.jpg,49.0,GW/paint.jpg,GW/camera.jpg,0.0,GW/camera.jpg,One Edge Diff,Two Edge Three Edge,67dcc12657e2fe1375df7f89,young
1253.2000000029802,shortestpath_phase,GW/hat.jpg,49.0,GW/paint.jpg,GW/soldier.jpg,0.0,GW/soldier.jpg,Four Edge Diff,Two Edge Six Edge,67dcc12657e2fe1375df7f89,young
1327.2000000029802,shortestpath_phase,GW/basket.jpg,50.0,GW/camera.jpg,GW/hat.jpg,0.0,GW/camera.jpg,One Edge Diff,Four Edge Five Edge,67dcc12657e2fe1375df7f89,young
1858.5,shortestpath_phase,GW/globe.jpg,50.0,GW/gong.jpg,GW/soldier.jpg,1.0,GW/soldier.jpg,Two Edge Diff,Two Edge Four Edge,67dcc12657e2fe1375df7f89,young
2303.0,shortestpath_phase,GW/jukebox.jpg,50.0,GW/dustpan.jpg,GW/gong.jpg,0.0,GW/dustpan.jpg,Three Edge Diff,Two Edge Five Edge,67dcc12657e2fe1375df7f89,young
1453.5999999940395,shortestpath_phase,GW/soldier.jpg,50.0,GW/gong.jpg,GW/hat.jpg,1.0,GW/hat.jpg,One Edge Diff,Two Edge Three Edge,67dcc12657e2fe1375df7f89,young
1040.1000000089407,shortestpath_phase,GW/paint.jpg,49.0,GW/hat.jpg,GW/camera.jpg,0.0,GW/camera.jpg,One Edge Diff,Five Edge Six Edge,67dcc12657e2fe1375df7f89,young
1709.0,shortestpath_phase,GW/gong.jpg,49.0,GW/soldier.jpg,GW/camera.jpg,1.0,GW/soldier.jpg,One Edge Diff,Three Edge Four Edge,67dcc12657e2fe1375df7f89,young
1607.7999999970198,shortestpath_phase,GW/hat.jpg,50.0,GW/jukebox.jpg,GW/gong.jpg,0.0,GW/jukebox.jpg,Three Edge Diff,Three Edge Six Edge,67dcc12657e2fe1375df7f89,young
1164.0,shortestpath_phase,GW/paint.jpg,49.0,GW/globe.jpg,GW/hat.jpg,1.0,GW/globe.jpg,Two Edge Diff,Four Edge Six Edge,67dcc12657e2fe1375df7f89,young
2537.5,shortestpath_phase,GW/jukebox.jpg,49.0,GW/hat.jpg,GW/paint.jpg,1.0,GW/hat.jpg,Three Edge Diff,Three Edge Six Edge,67dcc12657e2fe1375df7f89,young
1936.29999999702,shortestpath_phase,GW/barrel.jpg,50.0,GW/paint.jpg,GW/basket.jpg,1.0,GW/basket.jpg,One Edge Diff,Five Edge Six Edge,67dcc12657e2fe1375df7f89,young
1785.9000000059605,shortestpath_phase,GW/hat.jpg,49.0,GW/gong.jpg,GW/soldier.jpg,0.0,GW/soldier.jpg,Three Edge Diff,Three Edge Six Edge,67dcc12657e2fe1375df7f89,young
1133.0,shortestpath_phase,GW/basket.jpg,50.0,GW/camera.jpg,GW/gong.jpg,1.0,GW/gong.jpg,Two Edge Diff,Two Edge Four Edge,67dcc12657e2fe1375df7f89,young
1466.7999999970198,shortestpath_phase,GW/barrel.jpg,49.0,GW/wheelchair.jpg,GW/camera.jpg,0.0,GW/camera.jpg,Three Edge Diff,Two Edge Five Edge,67dcc12657e2fe1375df7f89,young
1523.0,shortestpath_phase,GW/gong.jpg,50.0,GW/hat.jpg,GW/barrel.jpg,0.0,GW/hat.jpg,One Edge Diff,Five Edge Six Edge,67dcc12657e2fe1375df7f89,young
1603.7999999970198,shortestpath_phase,GW/paint.jpg,49.0,GW/jukebox.jpg,GW/soldier.jpg,0.0,GW/soldier.jpg,One Edge Diff,Four Edge Five Edge,67dcc12657e2fe1375df7f89,young
1596.5,shortestpath_phase,GW/gong.jpg,50.0,GW/globe.jpg,GW/hat.jpg,0.0,GW/globe.jpg,One Edge Diff,Four Edge Five Edge,67dcc12657e2fe1375df7f89,young
2167.5,shortestpath_phase,GW/paint.jpg,50.0,GW/soldier.jpg,GW/hat.jpg,0.0,GW/soldier.jpg,Two Edge Diff,Four Edge Six Edge,67dcc12657e2fe1375df7f89,young
1097.4000000059605,shortestpath_phase,GW/barrel.jpg,49.0,GW/wheelchair.jpg,GW/gong.jpg,1.0,GW/wheelchair.jpg,One Edge Diff,Five Edge Six Edge,67dcc12657e2fe1375df7f89,young
1151.5999999940395,shortestpath_phase,GW/globe.jpg,49.0,GW/hat.jpg,GW/soldier.jpg,0.0,GW/soldier.jpg,One Edge Diff,Two Edge Three Edge,67dcc12657e2fe1375df7f89,young
1299.1000000089407,shortestpath_phase,GW/wheelchair.jpg,50.0,GW/dustpan.jpg,GW/camera.jpg,0.0,GW/dustpan.jpg,One Edge Diff,Two Edge Three Edge,67dcc12657e2fe1375df7f89,young
1434.5,shortestpath_phase,GW/globe.jpg,49.0,GW/paint.jpg,GW/soldier.jpg,0.0,GW/soldier.jpg,Two Edge Diff,Two Edge Four Edge,67dcc12657e2fe1375df7f89,young
1838.79999999702,shortestpath_phase,GW/jukebox.jpg,49.0,GW/gong.jpg,GW/hat.jpg,0.0,GW/hat.jpg,Three Edge Diff,Three Edge Six Edge,67dcc12657e2fe1375df7f89,young
1155.0,shortestpath_phase,GW/globe.jpg,50.0,GW/camera.jpg,GW/paint.jpg,0.0,GW/camera.jpg,Two Edge Diff,Two Edge Four Edge,67dcc12657e2fe1375df7f89,young
1491.5999999940395,shortestpath_phase,GW/soldier.jpg,50.0,GW/jukebox.jpg,GW/barrel.jpg,0.0,GW/jukebox.jpg,One Edge Diff,Two Edge Three Edge,67dcc12657e2fe1375df7f89,young
1220.2000000029802,shortestpath_phase,GW/camera.jpg,49.0,GW/snail.jpg,GW/paint.jpg,1.0,GW/snail.jpg,Three Edge Diff,Three Edge Six Edge,67dcc12657e2fe1375df7f89,young
1419.5999999940395,shortestpath_phase,GW/basket.jpg,50.0,GW/barrel.jpg,GW/jukebox.jpg,1.0,GW/jukebox.jpg,One Edge Diff,Four Edge Five Edge,67dcc12657e2fe1375df7f89,young
1397.1000000089407,shortestpath_phase,GW/gong.jpg,49.0,GW/barrel.jpg,GW/snail.jpg,0.0,GW/snail.jpg,Four Edge Diff,Two Edge Six Edge,67dcc12657e2fe1375df7f89,young
1609.5,shortestpath_phase,GW/barrel.jpg,49.0,GW/soldier.jpg,GW/basket.jpg,1.0,GW/soldier.jpg,Two Edge Diff,Three Edge Five Edge,67dcc12657e2fe1375df7f89,young
1377.0,shortestpath_phase,GW/paint.jpg,50.0,GW/barrel.jpg,GW/camera.jpg,1.0,GW/camera.jpg,One Edge Diff,Five Edge Six Edge,67dcc12657e2fe1375df7f89,young
1730.5999999940395,shortestpath_phase,GW/hat.jpg,49.0,GW/basket.jpg,GW/dustpan.jpg,0.0,GW/dustpan.jpg,Two Edge Diff,Three Edge Five Edge,67dcc12657e2fe1375df7f89,young
1522.2999999970198,shortestpath_phase,GW/gong.jpg,50.0,GW/paint.jpg,GW/hat.jpg,0.0,GW/paint.jpg,Two Edge Diff,Three Edge Five Edge,67dcc12657e2fe1375df7f89,young
1553.5,shortestpath_phase,GW/hat.jpg,49.0,GW/teeth.jpg,GW/gong.jpg,1.0,GW/teeth.jpg,One Edge Diff,Four Edge Five Edge,67dcc12657e2fe1375df7f89,young
1237.2999999970198,shortestpath_phase,GW/camera.jpg,49.0,GW/wheelchair.jpg,GW/dustpan.jpg,0.0,GW/dustpan.jpg,One Edge Diff,Two Edge Three Edge,67dcc12657e2fe1375df7f89,young
1301.8999999910593,shortestpath_phase,GW/gong.jpg,50.0,GW/snail.jpg,GW/jukebox.jpg,0.0,GW/snail.jpg,Three Edge Diff,Two Edge Five Edge,67dcc12657e2fe1375df7f89,young
1086.0,shortestpath_phase,GW/wheelchair.jpg,49.0,GW/barrel.jpg,GW/globe.jpg,0.0,GW/globe.jpg,Two Edge Diff,Three Edge Five Edge,67dcc12657e2fe1375df7f89,young
1535.7000000029802,shortestpath_phase,GW/barrel.jpg,49.0,GW/camera.jpg,GW/gong.jpg,1.0,GW/camera.jpg,Four Edge Diff,Two Edge Six Edge,67dcc12657e2fe1375df7f89,young
1056.4000000059605,shortestpath_phase,GW/gong.jpg,50.0,GW/globe.jpg,GW/barrel.jpg,0.0,GW/globe.jpg,Two Edge Diff,Four Edge Six Edge,67dcc12657e2fe1375df7f89,young
1322.8999999910593,shortestpath_phase,GW/jukebox.jpg,50.0,GW/paint.jpg,GW/dustpan.jpg,1.0,GW/dustpan.jpg,Three Edge Diff,Two Edge Five Edge,67dcc12657e2fe1375df7f89,young
1236.8999999910593,shortestpath_phase,GW/gong.jpg,50.0,GW/hat.jpg,GW/camera.jpg,1.0,GW/camera.jpg,One Edge Diff,Four Edge Five Edge,67dcc12657e2fe1375df7f89,young
1109.7000000029802,shortestpath_phase,GW/jukebox.jpg,50.0,GW/dustpan.jpg,GW/wheelchair.jpg,0.0,GW/dustpan.jpg,Two Edge Diff,Two Edge Four Edge,67dcc12657e2fe1375df7f89,young
1864.3999999910593,shortestpath_phase,GW/gong.jpg,49.0,GW/snail.jpg,GW/hat.jpg,1.0,GW/snail.jpg,Three Edge Diff,Two Edge Five Edge,67dcc12657e2fe1375df7f89,young
1250.3999999910593,shortestpath_phase,GW/camera.jpg,50.0,GW/dustpan.jpg,GW/gong.jpg,0.0,GW/dustpan.jpg,Two Edge Diff,Two Edge Four Edge,67dcc12657e2fe1375df7f89,young
2326.5999999940395,shortestpath_phase,,49.0,,,1.0,,Two Edge Diff,Three Edge Five Edge,67dcc12657e2fe1375df7f89,young
6175.5,shortestpath_phase,GW/paint.jpg,49.0,GW/snail.jpg,GW/jukebox.jpg,0.0,GW/jukebox.jpg,Four Edge Diff,Two Edge Six Edge,67ce1feb43ee9200186c94b3,old
6849.899999976158,shortestpath_phase,GW/globe.jpg,49.0,GW/gong.jpg,GW/dustpan.jpg,1.0,GW/gong.jpg,One Edge Diff,Five Edge Six Edge,67ce1feb43ee9200186c94b3,old
5079.699999928474,shortestpath_phase,GW/dustpan.jpg,49.0,GW/snail.jpg,GW/globe.jpg,1.0,GW/snail.jpg,One Edge Diff,Five Edge Six Edge,67ce1feb43ee9200186c94b3,old
,shortestpath_phase,GW/wheelchair.jpg,,GW/paint.jpg,GW/gong.jpg,0.0,GW/gong.jpg,One Edge Diff,Four Edge Five Edge,67ce1feb43ee9200186c94b3,old
,shortestpath_phase,GW/paint.jpg,,GW/teeth.jpg,GW/hat.jpg,0.0,GW/hat.jpg,One Edge Diff,Three Edge Four Edge,67ce1feb43ee9200186c94b3,old
6087.200000047684,shortestpath_phase,GW/globe.jpg,50.0,GW/soldier.jpg,GW/paint.jpg,0.0,GW/soldier.jpg,Four Edge Diff,Two Edge Six Edge,67ce1feb43ee9200186c94b3,old
5280.799999952316,shortestpath_phase,GW/dustpan.jpg,49.0,GW/hat.jpg,GW/barrel.jpg,1.0,GW/hat.jpg,Two Edge Diff,Three Edge Five Edge,67ce1feb43ee9200186c94b3,old
4112.5,shortestpath_phase,GW/paint.jpg,49.0,GW/soldier.jpg,GW/snail.jpg,1.0,GW/soldier.jpg,Two Edge Diff,Four Edge Six Edge,67ce1feb43ee9200186c94b3,old
3707.899999976158,shortestpath_phase,GW/gong.jpg,49.0,GW/snail.jpg,GW/hat.jpg,0.0,GW/hat.jpg,Three Edge Diff,Three Edge Six Edge,67ce1feb43ee9200186c94b3,old
2808.899999976158,shortestpath_phase,GW/paint.jpg,49.0,GW/globe.jpg,GW/teeth.jpg,0.0,GW/teeth.jpg,Two Edge Diff,Four Edge Six Edge,67ce1feb43ee9200186c94b3,old
