"rt","responses","trial_type","time_elapsed","sequence","stimulus","cities","city_images","button_pressed","response","key_press","stimulus_left","stimulus_right","accuracy","cumulative_accuracy","stimulus_down_left","stimulus_down_mid","stimulus_down_right","stimulus_correct","stimulus_short","stimulus_far","weighted_accuracy","missedtrial","condition","specific_pairs","imgL_ID","imgR_ID","linedress","linedressed","linedressed_detor","detour_trial","testedstates","currentstate","otherstate","problems","smooth","distraction","strategies","easier","similar","comments"
"null","","prac_atten_color_black","287559","","black_plus_sign","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","prac_atten_color","288020","","prac_stop_color","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131.69999999925494","","prac_atten_color_black","290023","","black_plus_sign","","","","","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","prac_atten_color_black","290969","","black_plus_sign","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"599.5999999996275","","prac_atten_color","291793","","prac_stop_color","","","","","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","prac_atten_color_black","293796","","black_plus_sign","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","prac_atten_color_black","294380","","black_plus_sign","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"491.90000000037253","","prac_atten_color","294915","","prac_stop_color","","","","","49","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","prac_atten_color_black","296918","","black_plus_sign","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","prac_atten_color_black","297790","","black_plus_sign","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"425.5","","prac_atten_color","298404","","prac_stop_color","","","","","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","prac_atten_color_black","300406","","black_plus_sign","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","prac_atten_color_black","301200","","black_plus_sign","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"414.7999999988824","","prac_atten_color","301965","","prac_stop_color","","","","","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","prac_atten_color_black","303968","","black_plus_sign","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","prac_atten_color_black","304610","","black_plus_sign","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"661.5999999996275","","prac_atten_color","305387","","prac_stop_color","","","","","49","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","prac_atten_color_black","307391","","black_plus_sign","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","prac_atten_color_black","308020","","black_plus_sign","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"442.90000000037253","","prac_atten_color","308600","","prac_stop_color","","","","","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","prac_atten_color_black","310603","","black_plus_sign","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","prac_atten_color_black","311431","","black_plus_sign","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","prac_atten_color","311897","","prac_stop_color","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"13.799999998882413","","prac_atten_color_black","313900","","black_plus_sign","","","","","49","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","prac_atten_color_black","314840","","black_plus_sign","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","prac_atten_color","315376","","prac_stop_color","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41.30000000074506","","prac_atten_color_black","317379","","black_plus_sign","","","","","49","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8496.199999999255","","attentioncheck_feedback","325878","","cross_check_feedback","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"13267.099999999627","","last_instruct","339146","","instruct","","","","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","learn_phase(without_color)","342161","","black_plus_sign","","","","","null","US_Cities_List/cornwall.png","US_Cities_List/peoria.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","black_cross(without_color)","343057","","yellow","","","","","null","US_Cities_List/cornwall.png","US_Cities_List/peoria.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","rt_plussign_withcolor","343560","","yellow","","","","","null","US_Cities_List/cornwall.png","US_Cities_List/peoria.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"856.0999999996275","","rt_thecrossant_black","344671","","black_plus_sign","","","","","50","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","color_black","344775","","black_plus_sign","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","learn_phase(without_color)","347788","","black_plus_sign","","","","","null","US_Cities_List/leesburg.png","US_Cities_List/boulder.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","black_cross(without_color)","348529","","blue","","","","","null","US_Cities_List/leesburg.png","US_Cities_List/boulder.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","rt_plussign_withcolor","349031","","blue","","","","","null","US_Cities_List/leesburg.png","US_Cities_List/boulder.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1186.0999999996275","","rt_thecrossant_black","350296","","black_plus_sign","","","","","49","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","color_black","350399","","black_plus_sign","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","learn_phase(without_color)","353417","","black_plus_sign","","","","","null","US_Cities_List/peoria.png","US_Cities_List/cornwall.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","black_cross(without_color)","353969","","blue","","","","","null","US_Cities_List/peoria.png","US_Cities_List/cornwall.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","rt_plussign_withcolor","354472","","blue","","","","","null","US_Cities_List/peoria.png","US_Cities_List/cornwall.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1278.2999999988824","","rt_thecrossant_black","355926","","black_plus_sign","","","","","49","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","color_black","356029","","black_plus_sign","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","learn_phase(without_color)","359040","","black_plus_sign","","","","","null","US_Cities_List/huntsville.png","US_Cities_List/hotsprings.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","black_cross(without_color)","359574","","yellow","","","","","null","US_Cities_List/huntsville.png","US_Cities_List/hotsprings.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","rt_plussign_withcolor","360077","","yellow","","","","","null","US_Cities_List/huntsville.png","US_Cities_List/hotsprings.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"717.8000000007451","","rt_thecrossant_black","361548","","black_plus_sign","","","","","50","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","color_black","361652","","black_plus_sign","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","learn_phase(without_color)","364667","","black_plus_sign","","","","","null","US_Cities_List/leesburg.png","US_Cities_List/boulder.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","black_cross(without_color)","365686","","yellow","","","","","null","US_Cities_List/leesburg.png","US_Cities_List/boulder.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","rt_plussign_withcolor","366188","","yellow","","","","","null","US_Cities_List/leesburg.png","US_Cities_List/boulder.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"892.1000000014901","","rt_thecrossant_black","367176","","black_plus_sign","","","","","50","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","color_black","367279","","black_plus_sign","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","learn_phase(without_color)","370292","","black_plus_sign","","","","","null","US_Cities_List/huntsville.png","US_Cities_List/hotsprings.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","black_cross(without_color)","370820","","blue","","","","","null","US_Cities_List/huntsville.png","US_Cities_List/hotsprings.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","rt_plussign_withcolor","371323","","blue","","","","","null","US_Cities_List/huntsville.png","US_Cities_List/hotsprings.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1297.9000000003725","","rt_thecrossant_black","372801","","black_plus_sign","","","","","49","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","color_black","372904","","black_plus_sign","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","learn_phase(without_color)","375918","","black_plus_sign","","","","","null","US_Cities_List/westpalmbeach.png","US_Cities_List/newhope.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","black_cross(without_color)","376506","","yellow","","","","","null","US_Cities_List/westpalmbeach.png","US_Cities_List/newhope.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","rt_plussign_withcolor","377009","","yellow","","","","","null","US_Cities_List/westpalmbeach.png","US_Cities_List/newhope.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"992.8000000007451","","rt_thecrossant_black","378427","","black_plus_sign","","","","","50","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","color_black","378529","","black_plus_sign","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","learn_phase(without_color)","381540","","black_plus_sign","","","","","null","US_Cities_List/huntsville.png","US_Cities_List/hotsprings.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","black_cross(without_color)","382025","","yellow","","","","","null","US_Cities_List/huntsville.png","US_Cities_List/hotsprings.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","rt_plussign_withcolor","382527","","yellow","","","","","null","US_Cities_List/huntsville.png","US_Cities_List/hotsprings.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"919.1999999992549","","rt_thecrossant_black","384049","","black_plus_sign","","","","","50","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","color_black","384151","","black_plus_sign","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","learn_phase(without_color)","387166","","black_plus_sign","","","","","null","US_Cities_List/peoria.png","US_Cities_List/cornwall.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","black_cross(without_color)","387747","","blue","","","","","null","US_Cities_List/peoria.png","US_Cities_List/cornwall.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","rt_plussign_withcolor","388250","","blue","","","","","null","US_Cities_List/peoria.png","US_Cities_List/cornwall.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"756.7999999988824","","rt_thecrossant_black","389676","","black_plus_sign","","","","","49","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","color_black","389779","","black_plus_sign","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","learn_phase(without_color)","392790","","black_plus_sign","","","","","null","US_Cities_List/leesburg.png","US_Cities_List/boulder.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","black_cross(without_color)","393677","","yellow","","","","","null","US_Cities_List/leesburg.png","US_Cities_List/boulder.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","rt_plussign_withcolor","394180","","yellow","","","","","null","US_Cities_List/leesburg.png","US_Cities_List/boulder.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"979.3000000007451","","rt_thecrossant_black","395300","","black_plus_sign","","","","","50","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","color_black","395402","","black_plus_sign","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","learn_phase(without_color)","398415","","black_plus_sign","","","","","null","US_Cities_List/hotsprings.png","US_Cities_List/huntsville.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","black_cross(without_color)","399102","","blue","","","","","null","US_Cities_List/hotsprings.png","US_Cities_List/huntsville.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","rt_plussign_withcolor","399604","","blue","","","","","null","US_Cities_List/hotsprings.png","US_Cities_List/huntsville.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1364.2000000011176","","rt_thecrossant_black","400924","","black_plus_sign","","","","","49","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","color_black","401027","","black_plus_sign","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","learn_phase(without_color)","404043","","black_plus_sign","","","","","null","US_Cities_List/westpalmbeach.png","US_Cities_List/newhope.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","black_cross(without_color)","404633","","yellow","","","","","null","US_Cities_List/westpalmbeach.png","US_Cities_List/newhope.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","rt_plussign_withcolor","405135","","yellow","","","","","null","US_Cities_List/westpalmbeach.png","US_Cities_List/newhope.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"954.3000000007451","","rt_thecrossant_black","406551","","black_plus_sign","","","","","50","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","color_black","406654","","black_plus_sign","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","learn_phase(without_color)","409666","","black_plus_sign","","","","","null","US_Cities_List/hotsprings.png","US_Cities_List/huntsville.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","black_cross(without_color)","410232","","blue","","","","","null","US_Cities_List/hotsprings.png","US_Cities_List/huntsville.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","rt_plussign_withcolor","410735","","blue","","","","","null","US_Cities_List/hotsprings.png","US_Cities_List/huntsville.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"809.5","","rt_thecrossant_black","412175","","black_plus_sign","","","","","49","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","color_black","412278","","black_plus_sign","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","learn_phase(without_color)","415293","","black_plus_sign","","","","","null","US_Cities_List/westpalmbeach.png","US_Cities_List/newhope.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","black_cross(without_color)","416241","","blue","","","","","null","US_Cities_List/westpalmbeach.png","US_Cities_List/newhope.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","rt_plussign_withcolor","416743","","blue","","","","","null","US_Cities_List/westpalmbeach.png","US_Cities_List/newhope.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"928.9000000003725","","rt_thecrossant_black","417802","","black_plus_sign","","","","","49","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","color_black","417905","","black_plus_sign","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","learn_phase(without_color)","420916","","black_plus_sign","","","","","null","US_Cities_List/hotsprings.png","US_Cities_List/huntsville.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","black_cross(without_color)","421322","","yellow","","","","","null","US_Cities_List/hotsprings.png","US_Cities_List/huntsville.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","rt_plussign_withcolor","421824","","yellow","","","","","null","US_Cities_List/hotsprings.png","US_Cities_List/huntsville.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1261.699999999255","","rt_thecrossant_black","423425","","black_plus_sign","","","","","50","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","color_black","423528","","black_plus_sign","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","learn_phase(without_color)","426544","","black_plus_sign","","","","","null","US_Cities_List/newhope.png","US_Cities_List/westpalmbeach.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","black_cross(without_color)","427567","","blue","","","","","null","US_Cities_List/newhope.png","US_Cities_List/westpalmbeach.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"458.59999999962747","","rt_plussign_withcolor","428070","","blue","","","","","49","US_Cities_List/newhope.png","US_Cities_List/westpalmbeach.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","rt_thecrossant_black","429053","","black_plus_sign","","","","","null","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","color_black","429156","","black_plus_sign","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","learn_phase(without_color)","432171","","black_plus_sign","","","","","null","US_Cities_List/peoria.png","US_Cities_List/cornwall.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","black_cross(without_color)","432727","","yellow","","","","","null","US_Cities_List/peoria.png","US_Cities_List/cornwall.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","rt_plussign_withcolor","433231","","yellow","","","","","null","US_Cities_List/peoria.png","US_Cities_List/cornwall.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1203.5","","rt_thecrossant_black","434681","","black_plus_sign","","","","","50","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","color_black","434783","","black_plus_sign","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","learn_phase(without_color)","437792","","black_plus_sign","","","","","null","US_Cities_List/hotsprings.png","US_Cities_List/huntsville.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","black_cross(without_color)","438236","","blue","","","","","null","US_Cities_List/hotsprings.png","US_Cities_List/huntsville.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","rt_plussign_withcolor","438739","","blue","","","","","null","US_Cities_List/hotsprings.png","US_Cities_List/huntsville.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"779.5999999996275","","rt_thecrossant_black","440302","","black_plus_sign","","","","","49","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","color_black","440405","","black_plus_sign","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","learn_phase(without_color)","443419","","black_plus_sign","","","","","null","US_Cities_List/westpalmbeach.png","US_Cities_List/newhope.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","black_cross(without_color)","444349","","blue","","","","","null","US_Cities_List/westpalmbeach.png","US_Cities_List/newhope.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","rt_plussign_withcolor","444852","","blue","","","","","null","US_Cities_List/westpalmbeach.png","US_Cities_List/newhope.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"682.2999999988824","","rt_thecrossant_black","445928","","black_plus_sign","","","","","49","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","color_black","446031","","black_plus_sign","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","learn_phase(without_color)","449043","","black_plus_sign","","","","","null","US_Cities_List/boulder.png","US_Cities_List/leesburg.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","black_cross(without_color)","450087","","yellow","","","","","null","US_Cities_List/boulder.png","US_Cities_List/leesburg.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","rt_plussign_withcolor","450590","","yellow","","","","","null","US_Cities_List/boulder.png","US_Cities_List/leesburg.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1302.0999999996275","","rt_thecrossant_black","451552","","black_plus_sign","","","","","50","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","color_black","451655","","black_plus_sign","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","learn_phase(without_color)","454671","","black_plus_sign","","","","","null","US_Cities_List/peoria.png","US_Cities_List/cornwall.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","black_cross(without_color)","455088","","blue","","","","","null","US_Cities_List/peoria.png","US_Cities_List/cornwall.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","rt_plussign_withcolor","455591","","blue","","","","","null","US_Cities_List/peoria.png","US_Cities_List/cornwall.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1319.199999999255","","rt_thecrossant_black","457180","","black_plus_sign","","","","","49","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","color_black","457283","","black_plus_sign","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","learn_phase(without_color)","460295","","black_plus_sign","","","","","null","US_Cities_List/huntsville.png","US_Cities_List/hotsprings.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","black_cross(without_color)","461255","","yellow","","","","","null","US_Cities_List/huntsville.png","US_Cities_List/hotsprings.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","rt_plussign_withcolor","461758","","yellow","","","","","null","US_Cities_List/huntsville.png","US_Cities_List/hotsprings.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"629.8000000007451","","rt_thecrossant_black","462805","","black_plus_sign","","","","","50","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","color_black","462907","","black_plus_sign","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","learn_phase(without_color)","465926","","black_plus_sign","","","","","null","US_Cities_List/peoria.png","US_Cities_List/cornwall.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","black_cross(without_color)","466529","","blue","","","","","null","US_Cities_List/peoria.png","US_Cities_List/cornwall.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","rt_plussign_withcolor","467031","","blue","","","","","null","US_Cities_List/peoria.png","US_Cities_List/cornwall.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1337.7000000011176","","rt_thecrossant_black","468434","","black_plus_sign","","","","","49","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","color_black","468537","","black_plus_sign","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","learn_phase(without_color)","471552","","black_plus_sign","","","","","null","US_Cities_List/newhope.png","US_Cities_List/westpalmbeach.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","black_cross(without_color)","472358","","yellow","","","","","null","US_Cities_List/newhope.png","US_Cities_List/westpalmbeach.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"468.40000000037253","","rt_plussign_withcolor","472860","","yellow","","","","","50","US_Cities_List/newhope.png","US_Cities_List/westpalmbeach.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","rt_thecrossant_black","474060","","black_plus_sign","","","","","null","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","color_black","474164","","black_plus_sign","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","learn_phase(without_color)","477182","","black_plus_sign","","","","","null","US_Cities_List/peoria.png","US_Cities_List/cornwall.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","black_cross(without_color)","477716","","yellow","","","","","null","US_Cities_List/peoria.png","US_Cities_List/cornwall.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","rt_plussign_withcolor","478219","","yellow","","","","","null","US_Cities_List/peoria.png","US_Cities_List/cornwall.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1437.0999999996275","","rt_thecrossant_black","479691","","black_plus_sign","","","","","49","","","0","0.96","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","color_black","479794","","black_plus_sign","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","learn_phase(without_color)","482809","","black_plus_sign","","","","","null","US_Cities_List/newhope.png","US_Cities_List/westpalmbeach.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","black_cross(without_color)","483280","","blue","","","","","null","US_Cities_List/newhope.png","US_Cities_List/westpalmbeach.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
