rt,responses,trial_type,time_elapsed,stimulus,cities,city_images,button_pressed,response,key_press,stimulus_left,stimulus_right,accuracy,cumulative_accuracy,stimulus_down_left,stimulus_down_mid,stimulus_down_right,stimulus_correct,stimulus_short,stimulus_far,weighted_accuracy,missedtrial,condition,specific_pairs,imgL_ID,imgR_ID,linedress,linedressed,image_position,unknowncity,testedstates,currentstate,otherstate,problems,smooth,distraction,strategies,easier,similar,comments,,
null,,prac_atten_color_black,190509,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,190847,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688,,prac_atten_color,191616,prac_stop_color,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,193618,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,194252,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523,,prac_atten_color,194780,prac_stop_color,,,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,196781,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,197657,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color,198190,prac_stop_color,,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.70000005,,prac_atten_color_black,200192,black_plus_sign,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,201061,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489.8000001,,prac_atten_color,201554,prac_stop_color,,,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,203556,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,204465,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color,205038,prac_stop_color,,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104.5,,prac_atten_color_black,207039,black_plus_sign,,,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8763.4,,attentioncheck_feedback,215804,cross_check_feedback,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11418.9,,last_instruct,227224,instruct,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),229240,black_plus_sign,,,,,null,US_Cities_List/nat_huntsville.png,US_Cities_List/nat_cornwall.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),230128,green,,,,,null,US_Cities_List/nat_huntsville.png,US_Cities_List/nat_cornwall.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,230629,green,,,,,null,US_Cities_List/nat_huntsville.png,US_Cities_List/nat_cornwall.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1381.9,,rt_thecrossant_black,231746,black_plus_sign,,,,,50,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,color_black,231849,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),234370,black_plus_sign,,,,,null,US_Cities_List/nat_huntsville.png,US_Cities_List/nat_newhope.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),235088,blue,,,,,null,US_Cities_List/nat_huntsville.png,US_Cities_List/nat_newhope.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,235590,blue,,,,,null,US_Cities_List/nat_huntsville.png,US_Cities_List/nat_newhope.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1041.7,,rt_thecrossant_black,236874,black_plus_sign,,,,,49,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,color_black,236976,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),239494,black_plus_sign,,,,,null,US_Cities_List/nat_racine.png,US_Cities_List/mm_leesburg.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),240234,blue,,,,,null,US_Cities_List/nat_racine.png,US_Cities_List/mm_leesburg.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,240736,blue,,,,,null,US_Cities_List/nat_racine.png,US_Cities_List/mm_leesburg.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
935.1999999,,rt_thecrossant_black,241999,black_plus_sign,,,,,49,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,color_black,242101,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),244619,black_plus_sign,,,,,null,US_Cities_List/nat_huntsville.png,US_Cities_List/nat_newhope.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),245546,blue,,,,,null,US_Cities_List/nat_huntsville.png,US_Cities_List/nat_newhope.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,246047,blue,,,,,null,US_Cities_List/nat_huntsville.png,US_Cities_List/nat_newhope.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046.2,,rt_thecrossant_black,247124,black_plus_sign,,,,,49,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,color_black,247225,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),249741,black_plus_sign,,,,,null,US_Cities_List/nat_shreveport.png,US_Cities_List/nat_carmel.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),250600,green,,,,,null,US_Cities_List/nat_shreveport.png,US_Cities_List/nat_carmel.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,251102,green,,,,,null,US_Cities_List/nat_shreveport.png,US_Cities_List/nat_carmel.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1201.5,,rt_thecrossant_black,252246,black_plus_sign,,,,,50,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,color_black,252347,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),254870,black_plus_sign,,,,,null,US_Cities_List/mm_leesburg.png,US_Cities_List/nat_huntsville.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),255893,green,,,,,null,US_Cities_List/mm_leesburg.png,US_Cities_List/nat_huntsville.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,256396,green,,,,,null,US_Cities_List/mm_leesburg.png,US_Cities_List/nat_huntsville.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1152.6,,rt_thecrossant_black,257375,black_plus_sign,,,,,50,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,color_black,257477,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),260000,black_plus_sign,,,,,null,US_Cities_List/nat_huntsville.png,US_Cities_List/nat_shreveport.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),260684,green,,,,,null,US_Cities_List/nat_huntsville.png,US_Cities_List/nat_shreveport.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,261185,green,,,,,null,US_Cities_List/nat_huntsville.png,US_Cities_List/nat_shreveport.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1263.3,,rt_thecrossant_black,262504,black_plus_sign,,,,,50,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,color_black,262606,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),265127,black_plus_sign,,,,,null,US_Cities_List/nat_cornwall.png,US_Cities_List/nat_shreveport.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),265672,blue,,,,,null,US_Cities_List/nat_cornwall.png,US_Cities_List/nat_shreveport.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,266174,blue,,,,,null,US_Cities_List/nat_cornwall.png,US_Cities_List/nat_shreveport.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1119.5,,rt_thecrossant_black,267633,black_plus_sign,,,,,49,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,color_black,267734,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),270257,black_plus_sign,,,,,null,US_Cities_List/nat_shreveport.png,US_Cities_List/nat_carmel.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),270775,green,,,,,null,US_Cities_List/nat_shreveport.png,US_Cities_List/nat_carmel.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,271276,green,,,,,null,US_Cities_List/nat_shreveport.png,US_Cities_List/nat_carmel.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
684.7,,rt_thecrossant_black,272763,black_plus_sign,,,,,50,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,color_black,272864,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),275381,black_plus_sign,,,,,null,US_Cities_List/nat_huntsville.png,US_Cities_List/nat_cornwall.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),276453,green,,,,,null,US_Cities_List/nat_huntsville.png,US_Cities_List/nat_cornwall.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,276955,green,,,,,null,US_Cities_List/nat_huntsville.png,US_Cities_List/nat_cornwall.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
802.3,,rt_thecrossant_black,277886,black_plus_sign,,,,,50,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,color_black,277987,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),280508,black_plus_sign,,,,,null,US_Cities_List/mm_leesburg.png,US_Cities_List/nat_huntsville.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),281495,blue,,,,,null,US_Cities_List/mm_leesburg.png,US_Cities_List/nat_huntsville.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,281998,blue,,,,,null,US_Cities_List/mm_leesburg.png,US_Cities_List/nat_huntsville.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1171.4,,rt_thecrossant_black,283014,black_plus_sign,,,,,49,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,color_black,283116,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),285636,black_plus_sign,,,,,null,US_Cities_List/mm_hotsprings.png,US_Cities_List/nat_gatlinburg.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),286208,green,,,,,null,US_Cities_List/mm_hotsprings.png,US_Cities_List/nat_gatlinburg.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,286709,green,,,,,null,US_Cities_List/mm_hotsprings.png,US_Cities_List/nat_gatlinburg.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1127.4,,rt_thecrossant_black,288141,black_plus_sign,,,,,50,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,color_black,288242,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),290764,black_plus_sign,,,,,null,US_Cities_List/nat_huntsville.png,US_Cities_List/nat_newhope.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),291307,green,,,,,null,US_Cities_List/nat_huntsville.png,US_Cities_List/nat_newhope.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,291808,green,,,,,null,US_Cities_List/nat_huntsville.png,US_Cities_List/nat_newhope.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
906.5,,rt_thecrossant_black,293268,black_plus_sign,,,,,50,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,color_black,293370,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),295889,black_plus_sign,,,,,null,US_Cities_List/nat_racine.png,US_Cities_List/nat_carmel.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),296642,blue,,,,,null,US_Cities_List/nat_racine.png,US_Cities_List/nat_carmel.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,297144,blue,,,,,null,US_Cities_List/nat_racine.png,US_Cities_List/nat_carmel.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
679.5,,rt_thecrossant_black,298396,black_plus_sign,,,,,49,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,color_black,298497,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),301017,black_plus_sign,,,,,null,US_Cities_List/nat_shreveport.png,US_Cities_List/nat_carmel.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),301484,green,,,,,null,US_Cities_List/nat_shreveport.png,US_Cities_List/nat_carmel.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,301986,green,,,,,null,US_Cities_List/nat_shreveport.png,US_Cities_List/nat_carmel.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1038.8,,rt_thecrossant_black,303522,black_plus_sign,,,,,50,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,color_black,303624,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),306143,black_plus_sign,,,,,null,US_Cities_List/nat_carmel.png,US_Cities_List/mm_hanover.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),307109,blue,,,,,null,US_Cities_List/nat_carmel.png,US_Cities_List/mm_hanover.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,307611,blue,,,,,null,US_Cities_List/nat_carmel.png,US_Cities_List/mm_hanover.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
728.1,,rt_thecrossant_black,308647,black_plus_sign,,,,,49,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,color_black,308748,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),311266,black_plus_sign,,,,,null,US_Cities_List/nat_westpalmbeach.png,US_Cities_List/mm_hanover.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),311915,green,,,,,null,US_Cities_List/nat_westpalmbeach.png,US_Cities_List/mm_hanover.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,312417,green,,,,,null,US_Cities_List/nat_westpalmbeach.png,US_Cities_List/mm_hanover.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1214.2,,rt_thecrossant_black,313770,black_plus_sign,,,,,50,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,color_black,313871,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),316393,black_plus_sign,,,,,null,US_Cities_List/nat_shreveport.png,US_Cities_List/nat_carmel.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),317049,blue,,,,,null,US_Cities_List/nat_shreveport.png,US_Cities_List/nat_carmel.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,317550,blue,,,,,null,US_Cities_List/nat_shreveport.png,US_Cities_List/nat_carmel.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811.8000001,,rt_thecrossant_black,318899,black_plus_sign,,,,,49,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,color_black,319000,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),321523,black_plus_sign,,,,,null,US_Cities_List/nat_gatlinburg.png,US_Cities_List/nat_westpalmbeach.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),322511,green,,,,,null,US_Cities_List/nat_gatlinburg.png,US_Cities_List/nat_westpalmbeach.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,323011,green,,,,,null,US_Cities_List/nat_gatlinburg.png,US_Cities_List/nat_westpalmbeach.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
931.3,,rt_thecrossant_black,324026,black_plus_sign,,,,,50,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,color_black,324128,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),326650,black_plus_sign,,,,,null,US_Cities_List/mm_hotsprings.png,US_Cities_List/nat_gatlinburg.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),327218,green,,,,,null,US_Cities_List/mm_hotsprings.png,US_Cities_List/nat_gatlinburg.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,327720,green,,,,,null,US_Cities_List/mm_hotsprings.png,US_Cities_List/nat_gatlinburg.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1316.1,,rt_thecrossant_black,329156,black_plus_sign,,,,,50,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,color_black,329258,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),331775,black_plus_sign,,,,,null,US_Cities_List/nat_cornwall.png,US_Cities_List/nat_peoria.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),332511,blue,,,,,null,US_Cities_List/nat_cornwall.png,US_Cities_List/nat_peoria.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,333012,blue,,,,,null,US_Cities_List/nat_cornwall.png,US_Cities_List/nat_peoria.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
706.9,,rt_thecrossant_black,334280,black_plus_sign,,,,,49,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,color_black,334382,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),336901,black_plus_sign,,,,,null,US_Cities_List/nat_gatlinburg.png,US_Cities_List/nat_racine.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),337666,blue,,,,,null,US_Cities_List/nat_gatlinburg.png,US_Cities_List/nat_racine.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,338168,blue,,,,,null,US_Cities_List/nat_gatlinburg.png,US_Cities_List/nat_racine.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047.2,,rt_thecrossant_black,339405,black_plus_sign,,,,,49,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,color_black,339506,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),342025,black_plus_sign,,,,,null,US_Cities_List/mm_leesburg.png,US_Cities_List/nat_huntsville.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),342728,green,,,,,null,US_Cities_List/mm_leesburg.png,US_Cities_List/nat_huntsville.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,343230,green,,,,,null,US_Cities_List/mm_leesburg.png,US_Cities_List/nat_huntsville.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000.7,,rt_thecrossant_black,344531,black_plus_sign,,,,,50,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,color_black,344632,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),347154,black_plus_sign,,,,,null,US_Cities_List/nat_cornwall.png,US_Cities_List/nat_peoria.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),347884,blue,,,,,null,US_Cities_List/nat_cornwall.png,US_Cities_List/nat_peoria.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,348386,blue,,,,,null,US_Cities_List/nat_cornwall.png,US_Cities_List/nat_peoria.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859.7,,rt_thecrossant_black,349660,black_plus_sign,,,,,49,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,color_black,349761,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),352286,black_plus_sign,,,,,null,US_Cities_List/mm_leesburg.png,US_Cities_List/nat_huntsville.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),353274,blue,,,,,null,US_Cities_List/mm_leesburg.png,US_Cities_List/nat_huntsville.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,353775,blue,,,,,null,US_Cities_List/mm_leesburg.png,US_Cities_List/nat_huntsville.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
873.9,,rt_thecrossant_black,354792,black_plus_sign,,,,,49,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,color_black,354893,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),357416,black_plus_sign,,,,,null,US_Cities_List/nat_huntsville.png,US_Cities_List/nat_newhope.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),358166,green,,,,,null,US_Cities_List/nat_huntsville.png,US_Cities_List/nat_newhope.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,358668,green,,,,,null,US_Cities_List/nat_huntsville.png,US_Cities_List/nat_newhope.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1182.2,,rt_thecrossant_black,359921,black_plus_sign,,,,,50,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,color_black,360024,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),362541,black_plus_sign,,,,,null,US_Cities_List/nat_carmel.png,US_Cities_List/mm_hanover.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),362972,green,,,,,null,US_Cities_List/nat_carmel.png,US_Cities_List/mm_hanover.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
